timestamps,TP9,AF7,AF8,TP10,Right AUX
1587072149.740,-352.051,-38.086,-443.359,61.523,0.000
1587072149.744,-120.605,-37.109,-446.289,31.738,0.000
1587072149.748,298.828,-30.762,-350.586,-96.191,0.000
1587072149.752,150.879,-30.273,-355.957,-74.707,0.000
1587072149.755,-282.227,-36.133,-571.289,64.453,0.000
1587072149.759,-232.910,-37.109,-571.777,66.406,0.000
1587072149.763,210.449,-29.297,-244.141,-71.777,0.000
1587072149.767,263.672,-27.832,-277.344,-103.027,0.000
1587072149.771,-169.434,-29.297,-416.504,36.133,0.000
1587072149.775,-316.895,-30.762,-367.676,96.680,0.000
1587072149.779,110.840,-29.785,-256.836,-25.391,0.000
1587072149.783,321.289,-33.203,-250.488,-111.328,0.000
1587072149.787,-65.918,-41.016,-350.098,0.977,0.000
1587072149.791,-348.145,-45.898,-408.203,93.750,0.000
1587072149.795,-48.828,-41.504,-382.324,11.230,0.000
1587072149.798,305.664,-37.598,-343.262,-106.445,0.000
1587072149.802,54.199,-42.480,-435.059,-68.848,0.000
1587072149.806,-348.145,-37.598,-389.648,65.430,0.000
1587072149.810,-165.527,-30.762,-279.785,43.457,0.000
1587072149.814,273.926,-30.273,-282.227,-69.824,0.000
1587072149.818,175.293,-39.062,-416.992,-66.406,0.000
1587072149.822,-270.020,-41.016,-394.531,56.641,0.000
1587072149.826,-274.414,-33.203,-291.992,81.543,0.000
1587072149.830,200.684,-31.250,-314.941,-55.176,0.000
1587072149.834,301.758,-29.785,-285.645,-102.051,0.000
1587072149.837,-179.199,-30.273,-342.285,20.508,0.000
1587072149.841,-353.516,-29.297,-432.617,84.961,0.000
1587072149.845,52.734,-35.156,-473.633,-29.297,0.000
1587072149.849,309.082,-33.203,-426.270,-116.699,0.000
1587072149.853,-37.109,-25.879,-239.746,-36.133,0.000
1587072149.857,-348.633,-31.738,-392.090,68.848,0.000
1587072149.861,-58.594,-33.691,-424.805,19.531,0.000
1587072149.865,291.504,-28.809,-226.562,-114.746,0.000
1587072149.869,73.730,-28.320,-225.586,-86.426,0.000
1587072149.873,-339.355,-30.762,-363.281,55.664,0.000
1587072149.877,-203.613,-35.156,-402.832,37.109,0.000
1587072149.880,274.902,-30.273,-252.930,-99.609,0.000
1587072149.884,221.191,-29.785,-238.770,-100.586,0.000
1587072149.888,-268.555,-38.574,-459.473,28.320,0.000
1587072149.892,-287.598,-31.738,-487.793,72.754,0.000
1587072149.896,178.711,-24.902,-270.996,-64.941,0.000
1587072149.900,285.645,-30.762,-198.242,-135.742,0.000
1587072149.904,-151.367,-43.945,-397.461,-13.184,0.000
1587072149.908,-350.586,-41.504,-463.379,64.941,0.000
1587072149.912,34.180,-30.273,-333.984,-34.180,0.000
1587072149.916,318.848,-28.320,-275.879,-129.883,0.000
1587072149.920,-10.742,-33.691,-421.387,-41.504,0.000
1587072149.923,-380.859,-39.062,-503.418,74.219,0.000
1587072149.927,-106.934,-33.203,-304.199,15.625,0.000
1587072149.931,300.293,-30.762,-231.445,-99.121,0.000
1587072149.935,111.328,-38.574,-378.906,-71.777,0.000
1587072149.939,-327.148,-41.504,-482.422,57.617,0.000
1587072149.943,-231.445,-37.598,-388.672,53.223,0.000
1587072149.947,223.145,-29.785,-274.414,-76.172,0.000
1587072149.951,216.797,-32.715,-475.586,-104.492,0.000
1587072149.955,-236.816,-40.527,-640.625,16.602,0.000
1587072149.959,-325.195,-30.273,-435.059,79.102,0.000
1587072149.962,125.000,-27.832,-321.777,-35.645,0.000
1587072149.966,298.828,-32.715,-329.102,-112.305,0.000
1587072149.970,-106.445,-37.598,-363.770,-20.996,0.000
1587072149.974,-366.699,-41.016,-417.480,66.406,0.000
1587072149.978,-23.926,-34.668,-413.574,-13.672,0.000
1587072149.982,312.500,-30.762,-387.207,-123.535,0.000
1587072149.986,29.297,-34.180,-402.344,-71.289,0.000
1587072149.990,-372.070,-46.387,-401.855,43.457,0.000
